86262;National Instruments NI .NET Class Library Help unspecified
86261;ABB DataManager National Instruments LabWindows/CVI, LabVIEW unspecified
86260;National Instruments 3D Graph ActiveX control code execution
86259;OpenX source code backdoor
86258;Apache CloudStack text fields cross-site scripting
86257;McAfee SuperScan UTF-7 cross-site scripting
86256;Microsoft Windows Knowledge Base Article 2876063 update is not installed
86255;TimeLine plugin for SocialEngine index.php file upload
86254;Usernoise plugin for WordPress summary field cross-site scripting
86253;Xhanch - My Twitter plugin for WordPress HTTP request cross-site request forgery
86252;Jomres component for Joomla! index.php SQL injection
86251;Jomres component for Joomla! property_name parameter cross-site scripting
86250;ownCloud Share Interface cross-site scripting
86249;ownCloud user_webdavauth security bypass
86248;Booking Calendar plugin for WordPress wpdev-booking.php cross-site request forgery
86247;WPtouch plugin for WordPress multiple path disclosure
86246;WPtouch plugin for WordPress ZeroClipboard.swf cross-site scripting
86245;SuperPlayer .m3u buffer overflow
86244;IBSng user_id and username parameters cross-site scripting
86243;OmegaBB attach_file.php cross-site request forgery
86242;OmegaBB attach_file.php file upload
86241;Vodafone EasyBox WPS PIN security bypass
86240;Joomseller component for Joomla! tootip.php cross-site scripting
86239;SectionEx component for Joomla! index.php SQL injection
86238;DB Integration extension for TYPO3 unspecified SQL injection
86237;RealURL Management extension for TYPO3 unspecified cross-site scripting
86236;Faceted Search extension for TYPO3 unspecified cross-site scripting
86235;Faceted Search extension for TYPO3 unspecified SQL injection
86234;Google Web Toolkit HTMl files cross-site scripting
86233;Store Locator extension for TYPO3 unserialize() code execution
86232;Moxa OnCell Gateway models brute force
86231;Store Locator extension for TYPO3 unspecified cross-site scripting
86230;Store Locator extension for TYPO3 unspecified SQL injection
86229;Huawei B153 3G/UMTS passphrase security bypass
86228;Browser - TYPO3 without PHP extension for TYPO3 unspecified SQL injection
86227;Chat plugin for WordPress message parameter cross-site scripting
86226;FTP OnConnect application for iPad and iPhone foldername parameter cross-site scripting
86225;FTP OnConnect application for iPad and iPhone filename parameter file upload
86224;Atlassian Confluence OGNL command execution
86223;FTP OnConnect application for iPad and iPhone filename parameter file include
86222;Electronic Arts Karotz python code execution
86221;Electronic Arts Karotz session token information disclosure
86220;bitcoind and Bitcoin-Qt block protocol rule security bypass
86219;bitcoind and Bitcoin-Qt database locks denial of service
86218;bitcoind and Bitcoin-Qt tx message data denial of service
86217;SAP Netweaver SXPG_COMMAND_EXECUTE command execution
86216;Plone in_portal.py session hijacking
86215;Plone cb_decode.py and linkintegrity.py denial of service
86214;Plone mail_password.py security bypass
86213;Plone member_portrait.py security bypass
86212;Plone objectmanager.py information disclosure
86211;Plone marmoset_patch.py, publish.py and principiaredirect.py scripts open redirect
86210;Plone wysiwyg.py path disclosure
86209;Plone typeswidget.py security bypass
86208;Plone sendto.py email spoofing
86207;Plone zip.py information disclosure
86206;Plone spamProtect.py, pts.py and request.py cross-site scripting
86205;Plone dataitems.py, get.py and traverseName.py scripts privilege escalation
86204;Plone traverser.py denial of service
86203;Mi Casa Verde VeraLite upgrade_step2.sh cross-site request forgery
86202;Mi Casa Verde VeraLite proxy.sh security bypass
86201;Mi Casa Verde VeraLite UPnP RunLua action security bypass
86200;Mi Casa Verde VeraLite backup.sh information disclosure
86199;Mi Casa Verde VeraLite upgrade_step2.sh privilege escalation
86198;Mi Casa Verde VeraLite get_file.sh and store_file.sh directory traversal
86197;Radio Thermostat CT80 And CT50 API authentication bypass
86196;INSTEON Hub web and API authentication bypass
86195;Telmanik CMS Press pages.php SQL injection
86194;RiteCMS index.php cross-site scripting
86193;RiteCMS index.php cross-site request forgery
86192;Fluidgalleries Photo Upload photo-upload.php file upload
86191;FunGamez game.php file upload
86190;Joomla! libraries/idna_convert/example.php cross-site scripting
86189;withU application for iPad & iPhone Top Bar module command execution
86188;StarUML ActiveX control buffer overflow
86187;Multiple Schneider Electric products XML information disclosure
86186;LIXIL Satis Toilet bluetooth PIN default account
86185;Samba read_nttrans_ea_list denial of service
86184;Protected Extensible Authentication Protocol information disclosure
86183;Symantec PGP Desktop search path privilege escalation
86182;Cisco Unified Communications Manager User WebDialer page cross-site request forgery
86181;Cisco Unified Communications Manager unspecified cross-site request forgery
86180;phpMyAdmin HTTP request clickjacking
86179;PuTTY SSH handshake integer overflow
86178;HP LaserJet URLs unauthorized access
86177;Cisco Unified Communications Manager Web portal information disclosure
86174;IBM Integrated Management Module IPMI cleartext passwords
86173;IBM Integrated Management Module IPMI weak passwords
86172;IBM Integrated Management Module IPMI default accounts
86171;Vtiger CRM unspecified cross-site scripting
86170;SilverStripe MemberLoginForm.php information disclosure
86169;D-Link DIR-645 info.php and bsc_sms_send.php cross-site scripting
86168;D-Link DIR-645 multiple scripts buffer overflow
86167;Ansible paramiko_ssh.py security bypass
86165;Flippy module for Drupal node access security bypass
86164;Vtiger CRM vtigerolservice.php file upload
86163;Vtiger CRM validateSession() security bypass
86162;Vtiger CRM customerportal.php multiple parameters file include
86161;Joomla! media.php file upload
86160;BulletProof Security plugin for WordPress multiple cross-site scripting
86159;TRENDnet TEW-812DRU Wireless Router setSysAdm.cgi and uapply.cgi cross-site request forgery
86158;ISPmanager multiple unspecified
86157;ISPmanager race condition code execution
86156;Moodle YUI library io.swf cross-site scripting
86155;Moodle YUI library uploader.swf cross-site scripting
86153;Moodle LTI information disclosure
86152;Multiple IOServer drivers master station denial of service
86151;Red Hat Enterprise Virtualization Manager search path privilege escalation
86150;Cisco WebEx Meeting Center information disclosure
86149;TEC-IT TBarCode OCX ActiveX control buffer overflow
86148;rgpg gem for Ruby command execution
86147;Symantec Backup Exec NMDP protocol information disclosure
86146;Symantec Backup Exec management and Beutility console cross-site scripting
86145;Symantec Backup Exec data files insecure permissions
86144;Symantec Backup Exec utility program buffer overflow
86143;Cisco Unified Computing System Cisco Integrated Management Controller denial of service
86142;Cisco WebEx Meetings Server status security bypass
86141;GnuPG and Libgcrypt RSA secret exponent information disclosure
86140;OX App Suite IMAP server information disclosure
86135;phpMyAdmin multiple cross-site scripting
86134;Bigace CMS index.php cross-site request forgery
86133;Comment Extra Fields plugin for WordPress swfupload.swf cross-site request forgery
86132;Comment Extra Fields plugin for WordPress swfupload.swf cross-site scripting
86131;FunGamez index.php file upload
86130;Phone Drive application for iPad and iPhone File Listing module cross-site scripting
86129;Vtiger CRM multiple SQL injection
86128;Phone Drive application for iPad and iPhone multiple command execution
86127;Jahia xCM multiple cross-site scripting
86126;SexyBookmarks plugin for WordPress unspecified cross-site request forgery
86125;strongSwan is_asn1() denial of service
86124;Cisco Video Surveillance denial of service
86123;HP Integrated Lights-Out Cipher Suite security bypass
86122;Multiple Cisco content network and video delivery products framework command execution
86121;Cisco Wide Area Application Services framework code execution
86120;phpMyAdmin Export_Relation_Schema.class.php and schema_export.php cross-site scripting
86119;phpMyAdmin config.default.php path disclosure
86118;phpMyAdmin Error.class.php and Error_Handler.class.php path disclosure
86117;phpMyAdmin pmd_common.php path disclosure
86116;phpMyAdmin DisplayResults.class.php cross-site scripting
86115;Googlemaps plugin for Joomla! plugin_googlemap3_kmlprxy.php cross-site scripting
86114;Googlemaps plugin for Joomla! plugin_googlemap3_kmlprxy.php denial of service
86113;EchoVNC Viewer denial of service
86112;Better WP Security plugin for WordPress logevent() function cross-site scripting
86111;Cotonti index.php SQL injection
86110;TP-Link TL-SC3171 IP Camera servetest page command execution
86109;TP-Link TL-SC3171 IP Camera command execution
86108;TP-Link TL-SC3171 IP Camera firmwareupgrade page security bypass
86107;TP-Link TL-SC3171 IP Camera uploadfile page file upload
86106;Moodle matching.php information disclosure
86105;Siemens Scalance W-700 Series interface security bypass
86104;Siemens Scalance W-700 Series SSL certificate spoofing
86103;Data::UUID module for Perl files symlink
86102;Splunk HTTP request clickjacking
86101;xlockmore crypt() denial of service
86100;Siemens SIMATIC WinCC TIA Portal unspecified spoofing
86099;Siemens SIMATIC WinCC TIA Portal requests cross-site request forgery
86098;Adobe Digital Editions rmsdk_wrapper.dll module code execution
86097;Microsoft Windows Knowledge Base Article 2859537 update is not installed
86096;Microsoft Windows NTVDM privilege escalation 3
86095;Microsoft Windows NTVDM privilege escalation 2
86094;Microsoft Windows NTVDM privilege escalation 1
86091;Microsoft Windows Knowledge Base Article 2868623 update is not installed
86090;Microsoft Windows ICMPv6 denial of service
86089;Microsoft Windows Knowledge Base Article 2862772 update is not installed
86088;Microsoft Internet Explorer CVE-2013-3199 code execution
86087;Microsoft Internet Explorer CVE-2013-3194 code execution
86086;Microsoft Internet Explorer CVE-2013-3193 code execution
86085;Microsoft Internet Explorer CVE-2013-3191 code execution
86084;Microsoft Internet Explorer CVE-2013-3190 code execution
86083;Microsoft Internet Explorer CVE-2013-3189 code execution
86082;Microsoft Internet Explorer CVE-2013-3188 code execution
86081;Microsoft Internet Explorer CVE-2013-3187 code execution
86080;Microsoft Internet Explorer CVE-2013-3184 code execution
86079;Microsoft Internet Explorer EUC-JP information disclosure
86078;Microsoft Internet Explorer integrity level privilege escalation
86077;DNS dot query denial of service
86075;Microsoft Windows Knowledge Base Article 2850869 update is not installed
86074;Microsoft Windows Unicode code execution
86073;Microsoft Windows Knowledge Base Article 2873872 update is not installed
86072;Microsoft Windows Active Directory Federation Services information disclosure
86071;HTTPS BREACH plaintext secrets disclosure
86070;Microsoft Windows Knowledge Base Article 2849568 update is not installed
86069;Microsoft Windows Windows NAT Driver denial of service
86067;Broadkam password.cgi security bypass
86063;OpenEMM SOAP API SQL injection
86062;OpenEMM description and mailing list parameters cross-site scripting
86061;FluxBB admin_options.php cross-site request forgery
86060;FluxBB admin_options.php cross-site scripting
86059;FluxBB redirect_url parameter open redirect
86058;MojoPortal EditPost.aspx cross-site scripting
86057;xmonad Xmonad.Hooks.DynamicLog module title parameter command execution
86056;Google Chrome input handling code execution
86055;Google Chrome DOM code execution
86054;Google Chrome MutationObserver code execution
86053;Google Chrome V8 code execution
86052;Google Chrome frame security bypass
86051;Google Chrome audits unspecified
86050;GE Proficy HMI/SCADA - CIMPLICITY CimWebServer buffer overflow
86049;389 Directory Server search filter information disclosure
86048;IDA Pro calculation unspecified
86047;IDA Pro WinDbg plugin unspecified
86046;Lift JsonParser class information disclosure
86045;Python glanceclient SSL certificate spoofing
86044;TrustGo Antivirus & Mobile Security application denial of service
86043;HP SiteScope SOAP code execution
86042;ASUS RT-AC66U Broadcom ACSD binary buffer overflow
86041;TRENDnet TEW-812DRU uapply.cgi and setNTP.cgi cross-site request forgery
86040;TRENDnet TEW-812DRU multiple command execution
86039;Private Photos application for iPad and iPhone Add Directory module cross-site scripting
86038;Django authenticate() function information disclosure
86037;WebDisk application for iPad and iPhone Index File Dir Listing module command execution
86036;Xymon Monitor xymond_rrd daemon directory traversal
86035;Chasys Draw IES flt_BMP.dll buffer overflow
86034;Cogent Real-Time Systems DataHub HTTP headers buffer overflow
86033;phpMyAdmin multiple SQL injection
86032;phpMyAdmin multiple cross-site scripting
86031;phpMyAdmin TextLinkTransformationPlugin.class.php cross-site scripting
86030;FUDforum index.php cross-site scripting
86029;Wireshark PROFINET Real-Time denial of service
86028;Wireshark ASN.1 PER denial of service
86027;Wireshark Netmon file parser denial of service
86026;Wireshark Netmon file parser denial of service
86025;Wireshark GSM A Common denial of service
86024;Wireshark GSM RR denial of service
86023;Wireshark DVB-CI denial of service
86022;Wireshark DIS denial of service
86021;Wireshark Bluetooth OBEX denial of service
86020;Wireshark Bluetooth SDP denial of service
86019;Wireshark DCOM ISystemActivator denial of service
86018;Wireshark DCOM ISystemActivator denial of service
86017;Wireshark DCOM ISystemActivator denial of service
86016;Wireshark DCOM ISystemActivator denial of service
86015;Wireshark DCOM ISystemActivator denial of service
86014;Wireshark Radiotap denial of service
86013;Wireshark P1 denial of service
86012;PineApp Mail-SeCure test_li_connection.php command execution
86011;PineApp Mail-SeCure confpremenu.php command execution
86010;PineApp Mail-SeCure ldapsyncnow.php command execution
86009;PineApp Mail-SeCure livelog.html command execution
86008;PineApp Mail-SeCure conflivelog.pl command execution
86007;PineApp Mail-SeCure confpremenu.php command execution
86006;Multiple ASUS products AiCloud feature unspecified
86005;EMC Networker nsradmin utility information disclosure
86004;ISC BIND RDATA denial of service
86003;FreeBSD NFS security bypass
86002;OpenOffice.org OOXML code execution
86001;OpenOffice.org DOC code execution
86000;Multiple Hitachi products unspecified privilege escalation
85999;CA Service Desk Manager unspecified cross-site scripting
85997;Bitcoind bitcoinrpc.cpp information disclosure
85995;Broadkam PJ871 DSL router password.cgi security bypass
85994;AlienVault OSSIM multiple scripts cross-site scripting
85993;VBS Files Source Disclosure
85992;Client-Side SQL Injection
85991;JavaBB member_list.jbb Cross-Site Scripting
85990;Symantec Web Gateway CVE-2013-4673 command execution
85989;Autocomplete HTML Attribute Not Disabled for Password Field
85988;Symantec Web Gateway CVE-2013-4672 command execution
85987;Symantec Web Gateway CVE-2013-4671 cross-site request forgery
85986;Symantec Web Gateway blocked.php cross-site scripting
85985;Symantec Web Gateway CVE-2013-1617 SQL injection
85984;Symantec Web Gateway CVE-2013-1616 command execution
85983;Apache Subversion mod_dav_svn module denial of service
85982;Cisco Identity Services Engine CVE-2013-3445 denial of service
85981;Flash source code disclosure
85980;User-Agent cross-site scripting
85979;Unencrypted sensitive data detected
85978;MySecureShell slots denial of service
85977;iPic Sharp application for iPad and iPhone foldername parameter cross-site scripting
85976;Windu CMS multiple cross-site scripting
85975;Windu CMS users page cross-site request forgery
85974;CMS Made Simple login.php cross-site scripting
85973;DameWare Remote Support DWExporter.exe buffer overflow
85972;Basic Forum user.php, new.php and post.php scripts cross-site request forgery
85971;Basic Forum user.php and new.php scripts cross-site scripting
85970;Basic Forum new.php and post.php scripts SQL injection
85969;Easy Blog add.php cross-site scripting
85968;Easy Blog add.php and edit.php scripts SQL injection
85967;Easy Blog add.php file upload
85966;vBulletin force_read_thread.php SQL injection
85965;FileChucker filechucker.cgi file upload
85964;Scald module for Drupal atom title cross-site scripting
85963;OpenAFS unspecified information disclosure
85962;OpenAFS 'vos' volume management information disclsoure
85961;HP LoadRunner CVE-2013-4801 code execution
85960;HP LoadRunner CVE-2013-4800 code execution
85959;HP LoadRunner CVE-2013-4799 code execution
85958;HP LoadRunner CVE-2013-4798 code execution
85957;HP LoadRunner CVE-2013-4797 code execution
85956;HP LoadRunner CVE-2013-2370 code execution
85955;HP LoadRunner CVE-2013-2369 code execution
85954;HP LoadRunner CVE-2013-2368 denial of service
85953;Request Tracker CVE-2012-6578 spoofing
85952;Request Tracker CVE-2012-6579 denial of service
85951;Request Tracker CVE-2012-6580 spoofing
85950;Juniper Junos auth_id cross-site scripting
85949;Cisco Adaptive Security Appliances cross-site scripting
85948;HP Application Lifecycle Management cross-site scripting
85947;Cisco Video Surveillance Manager directory traversal
85946;Cisco Video Surveillance Manager CVE-2013-3430 information disclosure
85945;Cisco Video Surveillance Manager CVE-2013-3431 information disclosure
85944;Xen CVE-2013-2212 denial of service
85943;Linux Kernel CVE-2013-4162 denial of service
85942;Linux Kernel IPv6 UDP_CORKED denial of service
85941;FOSCAM IP-Cameras /tmpfs/ and /log/ directories security bypass
85940;Magnolia CMS registration.html cross-site scripting
85939;Duplicator plugin for WordPress installer.cleanup.php cross-site scripting
85938;McAfee Network Threat Behavior Analysis privilege escalation
85937;McAfee Network Threat Behavior Analysis privilege escalation
85936;Cisco Unified MeetingPlace CVE-2013-3438 security bypass
85935;Cisco Unified Operations Manager cross-site scripting
85934;Cisco Unified Operations Manager header injection
85932;Photo Server application for iPad and iPhone Index File Dir Listing module file upload
85930;Photo Server application for iPad and iPhone filename parameter file include
85927;Photo Server application for iPad and iPhone device name parameter command execution
85926;Jetaudio .m3u file denial of service
85925;FlagEm plugin for WordPress flagit.php cross-site scripting
85924;Artweaver AWD file buffer overflow
85923;mobiki index.php cross-site scripting
85922;SurgeFTP vfprint() function buffer overflow
85921;Download Monitor plugin for WordPress admin.php cross-site scripting
85920;Sagelight BMP file buffer overflow
85919;XnView .PCT file buffer overflow
85918;Image Manager plugin for TinyMCE 1.asp file upload
85917;Image Manager plugin for TinyMCE create folder cross-site scripting
85916;Download Lite application for iPad & iPhone Add File module cross-site scripting
85915;AutoWeb news.php SQL injection
85914;Collectivemind CMS index.php SQL injection
85913;RootPanel forgotpass.php SQL injection
85912;Collabtive multiple scripts cross-site scripting
85911;Collabtive manageuser.php file upload
85910;Paste Applet for KDE Plasma CVE-2013-2213 weak security
85909;PHP PECL CVE-2013-2220 denial of service
85908;Nagios status.cgi security bypass
85907;Qemu CVE-2013-2231 privilege escalation
85906;Juniper Secure Access cross-site scripting
85905;SAP NetWeaver CVE-2013-3319 information disclosure
85904;Samsung PS50C7700 TV denial of service
85903;Multiple Western Digital My Net devices information disclosure
85902;Symantec Encryption Management Server cross-site scripting
85901;Cisco Aironet 3600 Series Access Point denial of service
85900;MLM Script regcheck_email.php cross-site scripting
85899;MLM Script productview.php SQL injection
85898;VbsEdit .smi buffer overflow
85897;Citizen Space plugin for WordPress unspecified cross-site request forgery
85896;Dell Kace 1000 Systems Management Appliance multiple SQL injection
85895;Dell OpenManage Server Administrator file parameter spoofing
85894;Cybozu Office login page URL spoofing
85893;Collabtive manageuser.php security bypass
85892;YardRadius log.c and version.c format string
85891;libvirt qemuAgentCommand() function denial of service
85890;libvirt qemuAgentGetVCPUs() function privilege escalation
85889;Interchange error messages parameter cross-site scripting
85888;Anchor CMS article.php and comments.php scripts cross-site scripting
85887;SmokePing displaymode parameter cross-site scripting
85886;Barracuda CudaTel Communication Server cdr module cross-site scripting
85885;Barracuda CudaTel Communication Server cdr module SQL injection
85884;Barracuda multiple modules cross-site scripting
85883;Cisco Unified Communications Manager CVE-2013-4869 weak security
85882;Verizon Wireless Network Extender CVE-2013-4874 security bypass
85881;Verizon Wireless Network Extender CVE-2013-4875 security bypass
85880;Verizon Wireless Network Extender CVE-2013-4876 default account
85879;Verizon Wireless Network Extender models SCS-26UC4 and SCS-2U01
85878;BlackBerry Z10 smartphones CVE-2013-3692 privilege escalation
85877;Red Hat Enterprise Linux CVE-2013-2188 denial of service
85876;Novell GroupWise CVE-2013-1087 cross-site scripting
85875;Apache OFBiz UEL code execution
85874;Apache OFBiz Webtools View Log screen cross-site scripting
85873;Missing HttpOnly Attribute in Session Cookie
85872;Cisco Unified Operations Manager SQL injection
85871;Apache HTTP Server mod_session_dbd  unspecified
85870;File Upload
85869;Blind SQL Injection (Time Based)
85868;Cisco IOS CVE-2013-3436 security bypass
85867;Cisco Unified IP Conference Station 7937G denial of service
85866;spice red_channel.c denial of service
85865;WHMCS serverstatus.php information disclosure
85864;GNU ZRTP storeMsgTemp() function buffer overflow
85863;WHMCS HTTP request cross-site request forgery
85862;GNU ZRTP prepareCommit() function buffer overflow
85861;WHMCS clientarea.php and viewinvoice.php scripts cross-site scripting
85860;WHMCS clientarea.php SQL injection
85859;WooCommerce plugin for WordPress index.php cross-site scripting
85858;Tiki Wiki CMS Groupware tiki-admin_actionlog.php SQL injection
85857;Tiki Wiki CMS Groupware tiki-adminusers.php cross-site scripting
85856;Tiki Wiki CMS Groupware tiki-index.php information disclosure
85855;GNU ZRTP ZRTP Ping packet information disclosure
85854;Autodesk multiple products DWG files code execution
85853;Nikon COOLPIX L Series system module information disclosure
85852;Googlemaps plugin for Joomla! plugin_googlemap2_proxy.php path disclosure
85851;Googlemaps plugin for Joomla! plugin_googlemap2_proxy.php denial of service
85850;Googlemaps plugin for Joomla! plugin_googlemap2_proxy.php cross-site scripting
85849;Googlemaps plugin for Joomla! url parameter cross-site scripting
85848;Voice Logger file parameter information disclosure
85845;Sybase EAServer command execution
85844;Sybase EAServer information disclosure
85843;Sybase EAServer directory traversal
85842;MongoDB CVE-2013-4142 code execution
85841;Moodle CVE-2013-2246 feedback information disclosure
85840;Moodle CVE-2013-2245 RSS information disclosure
85839;Moodle CVE-2013-2244 conditional access cross site scripting
85838;Moodle CVE-2013-2242 chat security bypass
85837;HP System Management Homepage CVE-2013-2363 information disclosure
85836;HP System Management Homepage CVE-2013-2356 information disclosure
85835;HP System Management Homepage CVE-2013-2357 denial of service
85834;HP System Management Homepage CVE-2013-2360 denial of service
85833;HP System Management Homepage CVE-2013-2359 denial of service
85832;HP System Management Homepage CVE-2012-5217 information disclosure
85831;HP System Management Homepage CVE-2013-2358 denial of service
85830;HP System Management Homepage CVE-2013-2355 information disclosure
85829;HP System Management Homepage CVE-2013-2362 denial of service
85828;HP System Management Homepage CVE-2013-2364 denial of service
85827;HP System Management Homepage CVE-2013-2361 cross-site scripting
85824;Voice Logger manager_login.server.php SQL injection
85823;Tumblr for iOS unspecified information disclosure
85822;Roundcube Webmail identity configuration page cross-site scripting
85821;Dell PacketTrap MSP RMM multiple cross-site scripting
85820;Dell PacketTrap PSA multiple cross-site scripting
85819;Hostmaster (Aegir) module for Drupal unspecified security bypass
85818;MRBS module for Drupal unspecified SQL injection
85817;YUI io.swf cross-site scripting
85816;Xibo index.php directory traversal
85815;YUI uploader.swf and flashuploader.swf cross-site scripting
85814;ePhoto Transfer application for iPad & iPhone Files Download module cross-site scripting
85813;ePhoto Transfer application for iPad & iPhone upload parameter denial of service
85812;ePhoto Transfer application for iPad & iPhone Index File Dir Listing module command execution
85811;Flux Player application for iPad & iPhone upload module file upload
85810;Flux Player application for iPad & iPhone upload module file include
85809;WiFly application for iPad & iPhone upload.json file upload
85808;WiFly application for iPad & iPhone upload.json file include
85807;ReadyMedia TiVo command SQL injection
85806;Barracuda CudaTel Communication Server multiple cross-site scripting
